,TITLE,LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,AMENITIES,CITY,LA_N,RA_N,BY_N,PRICE_N
380,4 BHK House for Sale,"Lele, Lalitpur",Rs. 7.3 Cr ,6.4 aana,20 Feet,South-East,2.5,4.0,3.0,2068 B.S,"['Earthquake Resistant', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Power Backup', 'Modular Kitchen', 'Living Room', 'Bathroom', 'Bed Room']", Lalitpur,6.4,20,2068,73000000.0
381,4 BHK House for Sale,"Syuchatar, Kathmandu",Rs. 2.5 Cr ,5.0 aana,16 Feet,East,2.5,4.0,3.0,2065 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Balcony', 'Power Backup', 'Bed Room', 'Bathroom', 'Modular Kitchen', 'Living Room']", Kathmandu,5.0,16,2065,25000000.0
382, House for Sale,"Kapan, Kathmandu",Rs. 3.2 Cr ,4.0 aana,13 Feet,South-East,2.5,5.0,4.0,2078 B.S,"['Marbel', 'Drainage', 'Parking', 'Reserve Tank', 'Drinking Water', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room', 'Prayer Room']", Kathmandu,4.0,13,2078,32000000.0
383,Commercial flat system House for Sale,"Khusibu Town Planning, Kathmandu",Rs. 3.9 Cr ,4.0 aana,26 Feet,West,2.5,4.0,3.0,2065 B.S,"['Earthquake Resistant', 'Drainage', 'Drinking Water', 'Power Backup', 'Bed Room', 'Bathroom', 'Modular Kitchen', 'Shutter']", Kathmandu,4.0,26,2065,39000000.0
384, House for Sale,"Imadol, Lalitpur",Rs. 6 Cr ,9.0 aana,13 Feet,East,2.5,6.0,4.0,2065 B.S,"['Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room']", Lalitpur,9.0,13,2065,60000000.0
387, House for Sale,"Nakhipot, Lalitpur",Rs. 4.6 Cr ,7.0 aana,13 Feet,South-East,2.5,6.0,5.0,2075 B.S,"['Parquet', 'Marbel', 'Drainage', 'Power Backup', 'Parking', 'Terrace', 'Balcony', 'Boring Water', 'Reserve Tank', 'Living Room', 'Bathroom']", Lalitpur,7.0,13,2075,46000000.0
388, House for Sale,"Sitapaila, Kathmandu",Rs. 4.95 Cr ,8.2 aana,12 Feet,South-East,3.5,8.0,7.0,2068 B.S,"['Marbel', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Reserve Tank', 'Closet', 'Bed Room', 'Living Room']", Kathmandu,8.2,12,2068,49500000.0
390,House on sale,"Pasikot, Kathmandu",Rs. 2.8 Cr ,5.0 aana,13 Feet,South,3.5,8.0,4.0,2062 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Modular Kitchen']", Kathmandu,5.0,13,2062,28000000.0
391,Commercial building on sale,"Samakhusi, Kathmandu",Rs. 6 Cr ,6.0 aana,24 Feet,East,5.0,10.0,6.0,2072 B.S,"['Earthquake Resistant', 'Marbel', 'CC Camera', 'Drainage', 'Parking', 'Terrace', 'Bathroom', 'Bed Room', 'Modular Kitchen']", Kathmandu,6.0,24,2072,60000000.0
392,House for Sale,"Imadol, Lalitpur",Rs. 2.15 Cr ,2.3 aana,13 Feet,East,3.0,3.0,3.0,2079 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Boring Water', 'Water Well', 'Modular Kitchen']", Lalitpur,2.3,13,2079,21500000.0
393,4 BHK House for Rent,"Bhaisepati, Lalitpur","Rs. 75,000 /m",4.2 aana,20 Feet,East,2.5,4.0,4.0,2068 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bathroom', 'Bed Room']", Lalitpur,4.2,20,2068,75000.0
394,4 BHK House for Sale,"Baluwakhani, Kathmandu",Rs. 2.15 Cr ,3.0 aana,12 Feet,South-East,3.0,4.0,3.0,2065 B.S,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Living Room', 'Bathroom', 'Modular Kitchen']", Kathmandu,3.0,12,2065,21500000.0
395, House for Sale,"Mahadevtar, Kathmandu",Rs. 6 Cr ,10.2 aana,13 Feet,South-West,3.5,5.0,4.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bathroom']", Kathmandu,10.2,13,2076,60000000.0
396,House for Sale,"Sampang Chowk, Lalitpur",Rs. 3.8 Cr ,4.2 aana,13 Feet,North-East,2.5,7.0,4.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Terrace', 'Bed Room', 'Bathroom', 'Living Room', 'Prayer Room', 'Modular Kitchen']", Lalitpur,4.2,13,2076,38000000.0
397,House for Sale,"Balambu, Kathmandu",Rs. 27500000  ,4.0 aana,13 Feet,South-East,2.5,5.0,4.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drinking Water', 'Balcony', 'Reserve Tank', 'Terrace', 'Water Well', 'Modular Kitchen', 'Internet', 'Dining Room']", Kathmandu,4.0,13,2076,27500000.0
398,House on sale ,"Ganesh Chowk, Kathmandu",Rs. 5.8 Cr ,6.0 aana,20 Feet,North,3.5,8.0,3.0,2068 B.S,"['Earthquake Resistant', 'Parquet', 'Parking', 'Drinking Water', 'Terrace', 'Balcony', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room']", Kathmandu,6.0,20,2068,58000000.0
399, House for Rent,"Naxal, Kathmandu",Rs. 2.25 Lac/m,18.0 aana,20 Feet,South,2.5,10.0,5.0,2075 B.S,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room']", Kathmandu,18.0,20,2075,2.25
400, House for Sale,"Bhaisepati, Lalitpur",Rs. 4.25 Cr ,5.0 aana,20 Feet,South,3.0,7.0,3.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Modular Kitchen']", Lalitpur,5.0,20,2076,42500000.0
401,4 BHK House for Sale,"Makalbari, Kathmandu",Rs. 2.75 Cr ,3.3 aana,12 Feet,South-East,3.0,8.0,3.0,2060 B.S,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Boring Water', 'Terrace', 'Reserve Tank', 'Balcony', 'Closet', 'Dining Room']", Kathmandu,3.3,12,2060,27500000.0
402,4 BHK House for Sale,"Thaiba, Lalitpur",Rs. 5 Cr ,6.0 aana,20 Feet,South,2.5,3.0,3.0,2078 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Modular Kitchen']", Lalitpur,6.0,20,2078,50000000.0
403,House for Sale,"Icimod, Lalitpur",Rs. 3.9 Cr ,4.3 aana,13 Feet,West,2.5,6.0,4.0,2075 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Reserve Tank', 'Balcony', 'Terrace', 'Bathroom', 'Bed Room', 'Living Room']", Lalitpur,4.3,13,2075,39000000.0
405,House on rent  ,"Naxal, Kathmandu",Rs. 4.5 Lac/m,23.0 aana,14 Feet,South,2.5,8.0,4.0,2060 B.S,"['Earthquake Resistant', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Terrace', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room', 'Living Room']", Kathmandu,23.0,14,2060,4.5
406,House for rent,"Golfutar, Kathmandu",Rs. 3 Lac/m,20.0 aana,14 Feet,East,2.5,6.0,6.0,2076 B.S,"['Marbel', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen', 'Dining Room']", Kathmandu,20.0,14,2076,3.0
407,Beautiful House for Sale,"Imadol, Lalitpur",Rs. 4.25 Cr ,4.0 aana,14 Feet,South,2.5,3.0,3.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom']", Lalitpur,4.0,14,2076,42500000.0
408,4 BHK House for Sale,"Tahachal, Kathmandu",Rs. 5.65 Cr ,4.1 aana,20 Feet,North,2.5,4.0,5.0,2065 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom']", Kathmandu,4.1,20,2065,56500000.0
409, House for Sale,"Lasuntar, Kathmandu",Rs. 3.1 Cr ,4.1 aana,13 Feet,East,2.5,4.0,3.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Power Backup', 'Bathroom', 'Living Room', 'Modular Kitchen', 'Bed Room']", Kathmandu,4.1,13,2076,31000000.0
410,Attractive house on sale ,"Imadol, Lalitpur",Rs. 2.25 Cr ,3.0 aana,16 Feet,East,1.0,6.0,3.0,2070 B.S,"['Earthquake Resistant', 'Drainage', 'Parking', 'Reserve Tank', 'Terrace', 'Water Well', 'Modular Kitchen', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room']", Lalitpur,3.0,16,2070,22500000.0
411,House for rent ,"Aarubari, Kathmandu",Rs. 2.5 Lac/m,16.0 aana,13 Feet,East,2.5,4.0,3.0,2076 B.S,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,16.0,13,2076,2.5
412,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 4.5 Cr ,7.0 aana,16 Feet,South,2.5,4.0,3.0,2073 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bathroom', 'Modular Kitchen']", Lalitpur,7.0,16,2073,45000000.0
413,3 BHK House for Sale,"Imadol, Lalitpur",Rs. 4.25 Cr ,4.0 aana,14 Feet,South,2.5,3.0,3.0,2076 B.S,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Power Backup', 'Bed Room', 'Bathroom', 'Modular Kitchen', 'Living Room']", Lalitpur,4.0,14,2076,42500000.0
414,5 BHK House for Sale,"Lubhu, Lalitpur",Rs. 2.2 Cr ,3.0 aana,13 Feet,South,2.5,5.0,4.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Terrace', 'Power Backup', 'Bed Room', 'Bathroom', 'Living Room']", Lalitpur,3.0,13,2076,22000000.0
415, House for Sale,"Imadol, Lalitpur",Rs. 4.5 Cr ,4.2 aana,13 Feet,East,2.5,4.0,3.0,2068 B.S,"['Marbel', 'Earthquake Resistant', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bed Room']", Lalitpur,4.2,13,2068,45000000.0
416,3 BHK House for Rent,"Tokha, Kathmandu","Rs. 90,000 /m",7.0 aana,13 Feet,South,2.5,3.0,3.0,2075 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room']", Kathmandu,7.0,13,2075,90000.0
417,"House for rent at Kalika Tower, Baluwatar","Baluwatar, Kathmandu",Rs. 1.25 Lac/m,8.0 aana,13 Feet,South,2.5,7.0,4.0,2076 B.S,"['Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen', 'Terrace', 'Garden']", Kathmandu,8.0,13,2076,1.25
418,5 BHK House for Rent,"Bhaisepati, Lalitpur",Rs. 2 Lac/m,30.0 aana,20 Feet,South,2.5,5.0,5.0,2060 B.S,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Dining Room', 'Bathroom']", Lalitpur,30.0,20,2060,2.0
419,House for rent ,"Baluwatar, Kathmandu",Rs. 2.25 Lac/m,16.0 aana,13 Feet,South,2.5,10.0,4.0,2078 B.S,"['Earthquake Resistant', 'Parquet', 'Marbel', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Power Backup', 'Modular Kitchen', 'Bathroom', 'Bed Room']", Kathmandu,16.0,13,2078,2.25
420,Under construction  House for Sale,"Thecho, Lalitpur",Rs. 8.5 Cr ,9.3 aana,12 Feet,South,2.5,6.0,5.0,2075 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Bathroom', 'Bed Room', 'Dining Room']", Lalitpur,9.3,12,2075,85000000.0
421,4 BHK House for Sale,"Nakhipot, Lalitpur",Rs. 2 Cr ,2.5 aana,13 Feet,East,2.5,4.0,3.0,2076 B.S,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Power Backup', 'Bathroom', 'Bed Room']", Lalitpur,2.5,13,2076,20000000.0
422,Beautiful House for Sale,"Naxal, Kathmandu",Rs. 5.5 Cr ,4.0 aana,13 Feet,West,2.5,3.0,3.0,2060 B.S,"['Drainage', 'Parking', 'Drinking Water', 'Marbel', 'Balcony', 'Terrace', 'Bed Room', 'Bathroom', 'Dining Room', 'Living Room', 'Modular Kitchen']", Kathmandu,4.0,13,2060,55000000.0
423,Villa House for Sale,"Dhaksi, Kathmandu",Rs. 3.6 Cr ,12.0 aana,20 Feet,East,2.5,7.0,7.0,2075 B.S,"['Bed Room', 'Bathroom', 'Modular Kitchen', 'Living Room', 'Earthquake Resistant', 'Marbel', 'Terrace', 'Parking', 'Drainage', 'Drinking Water']", Kathmandu,12.0,20,2075,36000000.0
424,Bungalow House for Rent,"Panipokhari, Kathmandu",Rs. 2.5 Lac/m,0.0 aana,20 Feet,North,3.0,3.0,3.0,2049 B.S,"['Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Terrace', 'Heating System', 'Balcony', 'Marbel', 'Reserve Tank', 'Earthquake Resistant', 'Fridge']", Kathmandu,0.0,20,2049,2.5
425,4 BHK House for Sale,"Bafal, Kathmandu",Rs. 3.7 Cr ,3.2 aana,14 Feet,North-East,2.5,4.0,3.0,2076 B.S,"['Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Balcony', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,3.2,14,2076,37000000.0
427,6 BHK House for Sale,"Banasthali, Kathmandu",Rs. 3.4 Cr ,4.0 aana,13 Feet,East,3.0,6.0,4.0,2068 B.S,"['Parking', 'Garden', 'Drinking Water', 'Drainage', 'Parquet', 'Marbel', 'Balcony', 'Terrace', 'Dining Room', 'Bathroom', 'Living Room']", Kathmandu,4.0,13,2068,34000000.0
428,4 BHK House for Sale,"Budhanilkantha, Kathmandu",Rs. 5.75 Cr ,9.0 aana,12 Feet,South,2.5,4.0,3.0,2075 B.S,"['Drinking Water', 'Balcony', 'Parking', 'Garden', 'Drainage', 'Marbel', 'Parquet', 'Terrace', 'Bed Room', 'Bathroom', 'Living Room']", Kathmandu,9.0,12,2075,57500000.0
429,Bungalow House for Sale,"Chundevi, Kathmandu",Rs. 6.75 Cr ,6.0 aana,15 Feet,North,2.5,5.0,5.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Drinking Water', 'Parking', 'Balcony', 'Drainage', 'Terrace', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room']", Kathmandu,6.0,15,2076,67500000.0
430,Villa House for Sale,"Chabahil, Kathmandu",Rs. 12 Cr ,12.0 aana,16 Feet,North,1.5,3.0,2.0,2060 B.S,"['Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Earthquake Resistant', 'Bed Room', 'Dining Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,12.0,16,2060,120000000.0
431,6 BHK House for Sale,"Thankot, Kathmandu",Rs. 2.2 Cr ,5.0 aana,10 Feet,West,2.5,6.0,3.0,2078 B.S,"['Marbel', 'Parquet', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Bed Room', 'Dining Room', 'Bathroom', 'Living Room']", Kathmandu,5.0,10,2078,22000000.0
433,5 BHK House for Sale,"Sampang Chowk, Lalitpur",Rs. 2.3 Cr ,2.3 aana,13 Feet,South,2.5,5.0,5.0,2076 B.S,"['Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Lalitpur,2.3,13,2076,23000000.0
434,Single Storey House for Sale,"Danchhi, Kathmandu",Rs. 1.5 Cr ,3.1 aana,10 Feet,South,1.0,2.0,1.0,2060 B.S,"['Earthquake Resistant', 'Marbel', 'Drinking Water', 'Parking', 'Drainage', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,3.1,10,2060,15000000.0
435,House for Sale in New Baneswor ,"New Baneshwor, Kathmandu",Rs. 1.68 Cr ,1.1 aana,20 Feet,East,3.5,3.0,3.0,2049 B.S,"['Parquet', 'Drainage', 'Power Backup', 'Drinking Water', 'Reserve Tank', 'Terrace', 'Internet', 'Dining Room', 'Bed Room', 'Bathroom', 'Prayer Room']", Kathmandu,1.1,20,2049,16800000.0
437,House on sale at Kadaghari,"Kadaghari, Kathmandu",Rs. 1.73 Cr ,3.0 aana,15 Feet,South,2.5,1.0,1.0,2070 B.S,"['Bed Room', 'Bathroom', 'Living Room', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Earthquake Resistant', 'Balcony']", Kathmandu,3.0,15,2070,17300000.0
438,4BHK  Bungalow for SALE ,"Hattigaunda, Kathmandu",Rs. 7.7 Cr ,6.2 aana,30 Feet,West,2.5,4.0,5.0,2049 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'CC Camera', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Gazebo', 'Boring Water', 'Water Well']", Kathmandu,6.2,30,2049,77000000.0
439,Villa House for Sale,"Mahadevsthan, Kathmandu",Rs. 2.2 Cr ,5.0 aana,10 Feet,South,2.5,6.0,3.0,2074 B.S,"['Marbel', 'Drainage', 'Garden', 'Parking', 'Drinking Water', 'Balcony', 'Terrace', 'Lawn', 'Water Well', 'Internet', 'Dining Room']", Kathmandu,5.0,10,2074,22000000.0
440,5 BHK House for Sale,"Pasikot, Kathmandu",Rs. 3.1 Cr ,3.8 aana,13 Feet,East,2.5,5.0,3.0,2075 B.S,"['Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Drainage', 'Earthquake Resistant', 'Terrace']", Kathmandu,3.8,13,2075,31000000.0
441,Brand new House for Sale,"Pasikot, Kathmandu",Rs. 2.99 Cr ,4.0 aana,13 Feet,South-East,2.5,5.0,5.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Drinking Water', 'Parking', 'Balcony', 'Terrace', 'Drainage', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,4.0,13,2076,29900000.000000004
442,"Amazing Bungalow for Sale , Bhaisepati ","Bhaisepati, Lalitpur",Rs. 13.5 Cr ,13.0 aana,16 Feet,South,2.5,7.0,5.0,2060 B.S,"['Marbel', 'Drainage', 'Garden', 'Parking', 'Boring Water', 'Water Well', 'Terrace', 'Lawn', 'Reserve Tank', 'Balcony', 'Drinking Water']", Lalitpur,13.0,16,2060,135000000.0
443,Beautiful House for Sale,"Gothatar, Kathmandu",Rs. 2.1 Cr ,3.0 aana,10 Feet,South,2.5,5.0,3.0,2078 B.S,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Parking', 'Drinking Water', 'Reserve Tank', 'Terrace', 'Boring Water', 'Modular Kitchen', 'Bed Room', 'Bathroom']", Kathmandu,3.0,10,2078,21000000.0
444,2 BHK House for Sale,"Dharmasthali, Kathmandu",Rs. 1.3 Cr ,4.2 aana,13 Feet,North-East,1.0,2.0,1.0,2076 B.S,"['Drainage', 'Drinking Water', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,4.2,13,2076,13000000.0
446,House for Sale,"Dulal Gaun, Kathmandu",Rs. 1.85 Cr ,5.2 aana,16 Feet,North,1.0,2.0,1.0,2049 B.S,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,5.2,16,2049,18500000.0
447,Single storied House for Sale,"Narayanthan , Kathmandu",Rs. 1.7 Cr ,4.0 aana,20 Feet,South,1.0,2.0,1.0,2049 B.S,"['Earthquake Resistant', 'Drainage', 'Parking', 'Drinking Water', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,4.0,20,2049,17000000.0
448,2 BHK House for Sale,"Kalanki, Kathmandu",Rs. 6 Cr ,3.0 aana,10 Meter,West,5.0,1.0,1.0,2070 B.S,"['Earthquake Resistant', 'Drinking Water', 'Water Well', 'Balcony', 'Drainage', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room', 'Modular Kitchen']", Kathmandu,3.0,32.8084,2070,60000000.0
449,"House on sale at Dhalmal, Tokha","Dhalmal, Kathmandu",Rs. 2.65 Cr ,3.2 aana,13 Feet,North,2.5,6.0,4.0,2075 B.S,"['Garden', 'Parking', 'Drainage', 'Drinking Water', 'Bed Room', 'Bathroom']", Kathmandu,3.2,13,2075,26500000.0
450,6 BHK house on rent at Chappal Karkhana,"Chappal karkhana, Kathmandu","Rs. 80,000 /m",16.0 aana,14 Feet,South,1.5,6.0,3.0,2076 B.S,"['Drainage', 'Garden', 'Parking', 'Drinking Water', 'Bed Room', 'Bathroom', 'Living Room']", Kathmandu,16.0,14,2076,80000.0
451,House for Rent,"Naxal, Kathmandu",Rs. 1.5 Lac/m,8.0 aana,13 Feet,South,4.5,6.0,4.0,2060 B.S,"['Marbel', 'Drinking Water', 'Drainage', 'Parking', 'Bed Room', 'Living Room', 'Bathroom']", Kathmandu,8.0,13,2060,1.5
452,Bungalow House for Sale,"Imadol, Lalitpur",Rs. 1.95 Cr ,4.0 aana,13 Feet,South,2.5,5.0,4.0,2076 B.S,"['Drainage', 'Parking', 'Drinking Water', 'Garden', 'Terrace', 'Bathroom', 'Bed Room', 'Living Room', 'Marbel']", Lalitpur,4.0,13,2076,19500000.0
453,House for Sale,"Sainbu, Lalitpur",Rs. 8.5 Cr ,7.3 aana,17 Feet,North-East,2.5,5.0,4.0,2076 B.S,"['Parking', 'Drinking Water', 'Bed Room', 'Bathroom', 'Living Room', 'Drainage', 'Terrace', 'Garden', 'Marbel', 'Earthquake Resistant', 'Parquet']", Lalitpur,7.3,17,2076,85000000.0
455,Commercial House for Sale,"Saraswotinagar, Kathmandu",Rs. 2.3 Cr ,3.0 aana,27 Feet,West,2.0,3.0,2.0,2076 B.S,"['Drinking Water', 'Bed Room', 'Bathroom', 'Parking']", Kathmandu,3.0,27,2076,23000000.0
456, House for Sale in Land price ,"Mid Baneshwor, Kathmandu",Rs. 10.4 Cr,16.0 aana,20 Meter,North-West,2.5,5.0,3.0,2060 B.S,"['Parking', 'Drinking Water', 'Drainage', 'Bed Room', 'Bathroom']", Kathmandu,16.0,65.6168,2060,104000000.0
457,5 BHK House for Sale,"Thecho, Lalitpur",Rs. 3.25 Cr ,4.0 aana,13 Feet,North,2.5,5.0,5.0,2076 B.S,"['Drinking Water', 'Parking', 'Drainage', 'Bed Room', 'Bathroom', 'Living Room']", Lalitpur,4.0,13,2076,32500000.0
458,4 BHK House for Sale,"Thecho, Lalitpur",Rs. 2.6 Cr ,4.0 aana,10 Feet,South,2.5,4.0,3.0,2073 B.S,"['Bed Room', 'Bathroom', 'Parking', 'Drinking Water', 'Drainage', 'Living Room', 'Guest Room', 'Family Room', 'Terrace']", Lalitpur,4.0,10,2073,26000000.0
459,Land with house on rent at Basbari,"Bansbari, Kathmandu",Rs. 4 Lac/m,40.0 aana,14 Feet,East,2.0,2.0,2.0,2050 B.S,"['Parking', 'Drainage', 'Bathroom', 'Bed Room', 'Drinking Water', 'Garden']", Kathmandu,40.0,14,2050,4.0
460,"House on sale near Kist Hospital, Imadol","Imadol, Lalitpur",Rs. 2.95 Cr,3.2 aana,13 Feet,North,2.5,8.0,3.0,2047 B.S,"['Earthquake Resistant', 'Drainage', 'Reserve Tank', 'Balcony', 'Terrace', 'Marbel', 'Parking', 'Water Well', 'Power Backup', 'Internet', 'Prayer Room']", Lalitpur,3.2,13,2047,29500000.0
462,House for Sale, Lalitpur,Rs. 1.9 Cr ,2.3 aana,13 Feet,South,2.5,4.0,3.0,2078 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Balcony', 'Reserve Tank', 'Water Well', 'Dining Room', 'Bed Room', 'Bathroom', 'Living Room']", Lalitpur,2.3,13,2078,19000000.0
465,"House for sale at Baluwatar, Kathmandu","Baluwatar, Kathmandu",Rs. 6.8 Cr ,8.2 aana,14 Feet,East,2.5,6.0,3.0,2050 B.S,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']", Kathmandu,8.2,14,2050,68000000.0
466,4 BHK house on rent at Dhumbarahi,"Dhumbarahi, Kathmandu",Rs. 1.5 Lac/m,8.0 aana,14 Feet,East,2.0,4.0,4.0,2050 B.S,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']", Kathmandu,8.0,14,2050,1.5
467,House for Sale,"Dhapasi, Kathmandu",Rs. 1.55 Cr ,2.2 aana,15 Feet,South,1.0,4.0,2.0,2077 B.S,"['Drinking Water', 'Power Backup', 'Parking', 'Water Well', 'Internet']", Kathmandu,2.2,15,2077,15500000.0
468,Duplex House for Sale,"Tikathali, Lalitpur",Rs. 2.2 Cr ,3.0 aana,13 Meter,South-East,2.5,6.0,5.0,2078 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Reserve Tank', 'Water Well', 'Modular Kitchen', 'Bed Room', 'Bathroom', 'Prayer Room']", Lalitpur,3.0,42.65092,2078,22000000.0
469,House for Rent,"Hepali Height, Kathmandu",Rs. 1 Lac/m,10.0 aana,12 Feet,East,2.5,6.0,3.0,2049 B.S,"['Drainage', 'Drinking Water', 'Parking', 'Bed Room', 'Bathroom']", Kathmandu,10.0,12,2049,1.0
470,"House for rent in Basundhara, Kathmandu","Basundhara, Kathmandu",Rs. 3 Lac/m,16.0 aana,14 Feet,East,1.5,3.0,4.0,2060 B.S,[], Kathmandu,16.0,14,2060,3.0
473,6 BHK residential house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.45 Cr ,3.2 aana,13 Feet,East,2.5,6.0,3.0,2060 B.S,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']", Kathmandu,3.2,13,2060,34500000.0
